Caf,h,Qf,Ca,T,Tf,Tc,Qc,Tcf,Q
1,5.99994975,100,0.03752820889,402.1991169,320,345.2078754,15,299.6,100
1,5.99994975,100,0.03777640503,402.0723324,320,345.0433314,15,299.4,100
1,5.99994975,100,0.03803555036,401.9409294,320,344.8745156,15,299.2,100
1,5.99994975,100,0.03829895601,401.8082657,320,344.7045202,15,299,100
1,5.99994975,100,0.03856567764,401.6749978,320,344.5341579,15,298.8,100
1,5.99994975,100,0.03883489355,401.5414498,320,344.3636156,15,298.6,100
1,5.99994975,100,0.03910587094,401.4078526,320,344.1929177,15,298.4,100
1,5.99994975,100,0.03937958445,401.2739592,320,344.0221087,15,298.2,100
1,5.99994975,100,0.03963289752,401.1462757,320,343.8501876,15,298,100
1,5.99994975,100,0.03994147302,401.0035441,320,343.6804371,15,297.8,100
1,5.99994975,100,0.04022380371,400.8686597,320,343.5093276,15,297.6,100
1,5.99994975,100,0.04050074591,400.7360502,320,343.337584,15,297.4,100
1,5.99994975,100,0.0408004286,400.5969768,320,343.1669503,15,297.2,100
1,5.99994975,100,0.04109579347,400.4596272,320,342.9958887,15,297,100
1,5.99994975,100,0.04138177267,400.3258996,320,342.8238819,15,296.8,100
1,5.99994975,100,0.04171801835,400.1800568,320,342.652859,15,296.6,100
1,5.99994975,100,0.0419828537,400.0511982,320,342.4807874,15,296.4,100
1,5.99994975,100,0.04226793338,399.9198665,320,342.307648,15,296.2,100
1,5.99994975,100,0.04258614263,399.7783318,320,342.136583,15,296,100
1,5.99994975,100,0.04289010687,399.6442152,320,341.9628446,15,295.8,100
1,5.99994975,100,0.04320761283,399.5024736,320,341.7921796,15,295.6,100
1,5.99994975,100,0.04350605677,399.3692342,320,341.618789,15,295.4,100
1,5.99994975,100,0.04383418016,399.2272725,320,341.4470374,15,295.2,100
1,5.99994975,100,0.04414263214,399.0926813,320,341.2733691,15,295,100
1,5.99994975,100,0.04447728685,398.9497378,320,341.1015314,15,294.8,100
1,5.99994975,100,0.04480339779,398.8105598,320,340.9285675,15,294.6,100
1,5.99994975,100,0.04514480858,398.6669866,320,340.756411,15,294.4,100
1,5.99994975,100,0.0454663992,398.531144,320,340.5821553,15,294.2,100
1,5.99994975,100,0.04579601617,398.3930522,320,340.4083379,15,294,100
1,5.99994975,100,0.04614025641,398.2509892,320,340.2351571,15,293.8,100
1,5.99994975,100,0.04644858508,398.1181223,320,340.0611137,15,293.6,100
1,5.99994975,100,0.04683171619,397.9680217,320,339.8879705,15,293.4,100
1,5.99994975,100,0.04719191006,397.816653,320,339.7187853,15,293.2,100
1,5.99994975,100,0.04752990296,397.6864658,320,339.5394009,15,293,100
1,5.99994975,100,0.047862185,397.5500821,320,339.3648248,15,292.8,100
1,5.99994975,100,0.04825499833,397.4000316,320,339.1908009,15,292.6,100
1,5.99994975,100,0.04862149153,397.2585062,320,339.0150721,15,292.4,100
1,5.99994975,100,0.04899038105,397.1141965,320,338.8408683,15,292.2,100
1,5.99994975,100,0.04943836235,396.9565676,320,338.6645418,15,292,100
1,5.99994975,100,0.04973985765,396.8257614,320,338.4911362,15,291.8,100
1,5.99994975,100,0.05013157003,396.6776927,320,338.3165897,15,291.6,100
1,5.99994975,100,0.05050765041,396.5350832,320,338.1408478,15,291.4,100
1,5.99994975,100,0.05085820525,396.3992103,320,337.9644271,15,291.2,100
1,5.99994975,100,0.05128642713,396.2455186,320,337.7888963,15,291,100
1,5.99994975,100,0.05168737122,396.0991318,320,337.6125748,15,290.8,100
1,5.99994975,100,0.05213427746,395.9401147,320,337.4381053,15,290.6,100
1,5.99994975,100,0.05249620404,395.8045777,320,337.260495,15,290.4,100
1,5.99994975,100,0.05288329191,395.6627122,320,337.083601,15,290.2,100
1,5.99994975,100,0.05331490608,395.5131334,320,336.9057232,15,290,100
1,5.99994975,100,0.05374860467,395.3601634,320,336.7297915,15,289.8,100
1,5.99994975,100,0.05416296402,395.2105669,320,336.5544693,15,289.6,100
1,5.99994975,100,0.05459179022,395.0645917,320,336.3751576,15,289.4,100
1,5.99994975,100,0.05505492348,394.9086268,320,336.1976133,15,289.2,100
1,5.99994975,100,0.05546279175,394.7633261,320,336.0209271,15,289,100
1,5.99994975,100,0.0559139115,394.6134056,320,335.8415462,15,288.8,100
1,5.99994975,100,0.05637860039,394.4581791,320,335.6637798,15,288.6,100
1,5.99994975,100,0.05678728025,394.3176946,320,335.4845002,15,288.4,100
1,5.99994975,100,0.05736750263,394.1399502,320,335.3056122,15,288.2,100
1,5.99994975,100,0.05775041758,394.0039236,320,335.12733,15,288,100
1,5.99994975,100,0.05822178325,393.8517509,320,334.9474569,15,287.8,100
1,5.99994975,100,0.05870258498,393.6948451,320,334.7693863,15,287.6,100
1,5.99994975,100,0.05918528962,393.5450722,320,334.586902,15,287.4,100
1,5.99994975,100,0.05967695639,393.3860844,320,334.4090082,15,287.2,100
1,5.99994975,100,0.06016622435,393.2332576,320,334.2278638,15,287,100
1,5.99994975,100,0.06066971375,393.0739792,320,334.0489488,15,286.8,100
1,5.99994975,100,0.06119407088,392.9169584,320,333.86613,15,286.6,100
1,5.99994975,100,0.06166453152,392.7661397,320,333.6867546,15,286.4,100
1,5.99994975,100,0.06225133058,392.5939729,320,333.5053295,15,286.2,100
1,5.99994975,100,0.06272225377,392.4511413,320,333.3214666,15,286,100
1,5.99994975,100,0.0632717081,392.2820251,320,333.1434118,15,285.8,100
1,5.99994975,100,0.06382475603,392.1237262,320,332.9586024,15,285.6,100
1,5.99994975,100,0.06436154324,391.9645618,320,332.7766151,15,285.4,100
1,5.99994975,100,0.06495099893,391.793174,320,332.5953438,15,285.2,100
1,5.99994975,100,0.06548932861,391.6400089,320,332.4099765,15,285,100
1,5.99994975,100,0.06604812295,391.4777981,320,332.2275895,15,284.8,100
1,5.99994975,100,0.06676729815,391.2636905,320,332.0557753,15,284.6,100
1,5.99994975,100,0.06722029753,391.1489213,320,331.8591181,15,284.4,100
1,5.99994975,100,0.06782504543,390.9812827,320,331.6746928,15,284.2,100
1,5.99994975,100,0.06843638547,390.8146652,320,331.4890591,15,284,100
