Caf,h,Qf,Ca,T,Tf,Tc,Qc,Tcf,Q,Timestamp,label
1,5.999949750420841,100,0.03585240752331334,403.0875080019407,320,345.2612060010034,15,300,100.00000000000001,48,3
1,5.999949750420841,100,0.035670618925254714,403.1845859203345,320,345.2386002885886,15,300,100.00000000000001,49,3
1,5.999949750420841,100,0.035519815698719426,403.27438523645947,320,345.2165448092065,15,300,100.00000000000001,50,3
1,5.999949750420841,100,0.035317059205007384,403.3774247309495,320,345.19316255231206,15,300,100.00000000000001,51,3
1,5.999949750420841,100,0.03513628096627226,403.47541841316115,320,345.1701252388232,15,300,100.00000000000001,52,3
1,5.999949750420841,100,0.03496859581477945,403.5705882954473,320,345.1472170541872,15,300,100.00000000000001,53,3
1,5.999949750420841,100,0.03478590724893139,403.66983283776557,320,345.12383427705794,15,300,100.00000000000001,54,3
1,5.999949750420841,100,0.03460719216827309,403.7684985185412,320,345.1003823584269,15,300,100.00000000000001,55,3
1,5.999949750420841,100,0.03443313978478826,403.86642424785725,320,345.0768710488646,15,300,100.00000000000001,56,3
1,5.999949750420841,100,0.03425714724405879,403.96522003312657,320,345.05316594022844,15,300,100.00000000000001,57,3
1,5.999949750420841,100,0.03408318818828946,404.06392426376283,320,345.02934409389445,15,300,100.00000000000001,58,3
1,5.999949750420841,100,0.03391225074683899,404.16230246553926,320,345.00542241937296,15,300,100.00000000000001,59,3
1,5.999949750420841,100,0.03373196937469155,404.2633403027737,320,344.9811654916776,15,300,100.00000000000001,60,3
1,5.999949750420841,100,0.03356433725935967,404.3617345935407,320,344.9569891510797,15,300,100.00000000000001,61,3
1,5.999949750420841,100,0.0333873270866182,404.4627930609619,320,344.93247993198145,15,300,100.00000000000001,62,3
1,5.999949750420841,100,0.03324329409843232,404.5563698478668,320,344.90839682261145,15,300,100.00000000000001,63,3
1,5.999949750420841,100,0.03303866669341644,404.66484914291675,320,344.88308389571904,15,300,100.00000000000001,64,3
1,5.999949750420841,100,0.03286649499882389,404.7659775872784,320,344.8581847418514,15,300,100.00000000000001,65,3
1,5.999949750420841,100,0.03272442264357748,404.8603612368597,320,344.83363213272315,15,300,100.00000000000001,66,3
1,5.999949750420841,100,0.03252558445905112,404.96866246772186,320,344.8079603350681,15,300,100.00000000000001,67,3
1,5.999949750420841,100,0.03235303979105217,405.0711258032894,320,344.7825714551231,15,300,100.00000000000001,68,3
1,5.999949750420841,100,0.03218489053173771,405.1729671406184,320,344.75709131460144,15,300,100.00000000000001,69,3
1,5.999949750420841,100,0.032011448169666785,405.27648445810416,320,344.7313613750843,15,300,100.00000000000001,70,3
1,5.999949750420841,100,0.031845305712302555,405.3786983334136,320,344.70558444421584,15,300,100.00000000000001,71,3
1,5.999949750420841,100,0.031673308860630855,405.48272171848015,320,344.6795492243178,15,300,100.00000000000001,72,3
1,5.999949750420841,100,0.03150558905526691,405.58616248974795,320,344.65341585809927,15,300,100.00000000000001,73,3
1,5.999949750420841,100,0.031336342481091614,405.690393313465,320,344.62709211089543,15,300,100.00000000000001,74,3
1,5.999949750420841,100,0.03116938235035225,405.79451700304134,320,344.6006362809696,15,300,100.00000000000001,75,3
1,5.999949750420841,100,0.03100296070457882,405.89895079309974,320,344.5740191114284,15,300,100.00000000000001,76,3
1,5.999949750420841,100,0.03084099321524539,406.0027803360985,320,344.54729652897885,15,300,100.00000000000001,77,3
1,5.999949750420841,100,0.030693322074115938,406.10372242565813,320,344.5206003052822,15,300,100.00000000000001,78,3
1,5.999949750420841,100,0.030499745746972368,406.2157900052458,320,344.4930990766375,15,300,100.00000000000001,79,3
1,5.999949750420841,100,0.030337795746093698,406.32093563449433,320,344.46586527055774,15,300,100.00000000000001,80,3
1,5.999949750420841,100,0.030209457514353735,406.4187404003151,320,344.4389013849185,15,300,100.00000000000001,81,3
1,5.999949750420841,100,0.03000430000483484,406.5347915105862,320,344.4107507372924,15,300,100.00000000000001,82,3
1,5.999949750420841,100,0.02986559968067832,406.63590052900497,320,344.38329849505476,15,300,100.00000000000001,83,3
1,5.999949750420841,100,0.02967819469189656,406.7487234999709,320,344.35504219120946,15,300,100.00000000000001,84,3
1,5.999949750420841,100,0.02951984359519611,406.855287080773,320,344.32698278515613,15,300,100.00000000000001,85,3
1,5.999949750420841,100,0.029349225683832834,406.9651276981849,320,344.2985972934197,15,300,100.00000000000001,86,3
1,5.999949750420841,100,0.029185583542575687,407.0738171692414,320,344.2701222363203,15,300,100.00000000000001,87,3
1,5.999949750420841,100,0.029024234629883582,407.1824384598104,320,344.2414977703818,15,300,100.00000000000001,88,3
1,5.999949750420841,100,0.028861974594942084,407.2917305709648,320,344.212684012206,15,300,100.00000000000001,89,3
1,5.999949750420841,100,0.028708603452323615,407.3994534959108,320,344.1837927968281,15,300,100.00000000000001,90,3
1,5.999949750420841,100,0.028549180129156592,407.50902191261963,320,344.1546547674407,15,300,100.00000000000001,91,3
1,5.999949750420841,100,0.028397084601474876,407.6173885302988,320,344.12541615077816,15,300,100.00000000000001,92,3
1,5.999949750420841,100,0.028220158675503423,407.7318974886684,320,344.0957168167822,15,300,100.00000000000001,93,3
1,5.999949750420841,100,0.028069576595883706,407.84086314609016,320,344.06613043107404,15,300,100.00000000000001,94,3
1,5.999949750420841,100,0.027899048580098545,407.95485293606123,320,344.03614058959056,15,300,100.00000000000001,95,3
1,5.999949750420841,100,0.027751330761943492,408.06412323604667,320,344.0062151852182,15,300,100.00000000000001,96,3
1,5.999949750420841,100,0.027581912158548112,408.1788115880132,320,343.97587178045796,15,300,100.00000000000001,97,3
1,5.999949750420841,100,0.02742504663799931,408.2911262654683,320,343.9454767774618,15,300,100.00000000000001,98,3
1,5.999949750420841,100,0.027269815541481394,408.4035540393339,320,343.9149121934461,15,300,100.00000000000001,99,3
1,5.999949750420841,100,0.027112864799583254,408.5168641048809,320,343.88413916656293,15,300,100.00000000000001,100,3
1,5.999949750420841,100,0.02695175137176362,408.63160168770037,320,343.85313840660876,15,300,100.00000000000001,101,3
1,5.999949750420841,100,0.026796145619848433,408.7455866039167,320,343.8220023641567,15,300,100.00000000000001,102,3
1,5.999949750420841,100,0.02663923371159511,408.86035935085096,320,343.7906637206684,15,300,100.00000000000001,103,3
1,5.999949750420841,100,0.026483218896698312,408.9754278235885,320,343.7591416220744,15,300,100.00000000000001,104,3
1,5.999949750420841,100,0.026328178936002457,409.09077649075,320,343.7274363873755,15,300,100.00000000000001,105,3
1,5.999949750420841,100,0.02617392056537534,409.2064518657772,320,343.6955448281222,15,300,100.00000000000001,106,3
1,5.999949750420841,100,0.02602145497102681,409.32222957541535,320,343.66347501982415,15,300,100.00000000000001,107,3
1,5.999949750420841,100,0.025866429834376,409.4390916284328,320,343.6311859357657,15,300,100.00000000000001,108,3
1,5.999949750420841,100,0.025719577113884094,409.55462714636667,320,343.59877438792495,15,300,100.00000000000001,109,3
1,5.999949750420841,100,0.025567113257855992,409.6719410441201,320,343.56611209326275,15,300,100.00000000000001,110,3
1,5.999949750420841,100,0.025413763833644385,409.7899665685034,320,343.53324533335825,15,300,100.00000000000001,111,3
1,5.999949750420841,100,0.025260540514302304,409.90848454061654,320,343.50017899589415,15,300,100.00000000000001,112,3
1,5.999949750420841,100,0.025109160319768228,410.0271114524356,320,343.4669278112064,15,300,100.00000000000001,113,3
1,5.999949750420841,100,0.024955527943941326,410.1467657561308,320,343.433456417928,15,300,100.00000000000001,114,3
1,5.999949750420841,100,0.024802122700134335,410.2668942464802,320,343.3997855333488,15,300,100.00000000000001,115,3
1,5.999949750420841,100,0.02464982150596663,410.38730939338194,320,343.3659182099259,15,300,100.00000000000001,116,3
1,5.999949750420841,100,0.024501657356537823,410.50733307865215,320,343.3318801345376,15,300,100.00000000000001,117,3
1,5.999949750420841,100,0.02435219312731753,410.6281840251107,320,343.2976248510236,15,300,100.00000000000001,118,3
1,5.999949750420841,100,0.02420291149903211,410.7495342626885,320,343.2631634317763,15,300,100.00000000000001,119,3
1,5.999949750420841,100,0.024056208155111062,410.87085177161146,320,343.2285140072078,15,300,100.00000000000001,120,3
