Caf,h,Qf,Ca,T,Tf,Tc,Qc,Tcf,Q,Timestamp,label
1,5.99994975042084,100,0.05339794246407821,395.49234525024656,320,336.9208235451347,19,300,100.00000000000001,45,9
1,5.99994975042084,100,0.05337173669078183,395.4924249496679,320,336.9244980696151,19,300,100.00000000000001,46,9
1,5.99994975042084,100,0.053383067172104684,395.4956800852418,320,336.9207645724873,19,300,100.00000000000001,47,9
1,5.999949750420839,100,0.053382642486349226,395.4964306876486,320,336.9203376437516,19,300,99.99999999999999,48,9
1,5.999949750420839,100,0.05341990625954801,395.4867013022943,320,336.9213765889139,19,300,99.99999999999999,49,9
1,5.999949750420839,100,0.05338628247302017,395.4940344553456,320,336.92137917447883,19,300,99.99999999999999,50,9
1,5.999949750420839,100,0.05332503362322496,395.5105257705978,320,336.91934119006385,19,300,99.99999999999999,51,9
1,5.999949750420839,100,0.05338257235599585,395.4962798052063,320,336.92044460069053,19,300,99.99999999999999,52,9
1,5.999949750420839,100,0.05341042552912213,395.4892794565881,320,336.9210452380009,19,300,99.99999999999999,53,9
1,5.999949750420839,100,0.05338610067504216,395.4929114383802,320,336.9221353203136,19,300,99.99999999999999,54,9
1,5.999949750420839,100,0.05334836105607528,395.5040599692541,320,336.9202390729675,19,300,99.99999999999999,55,9
1,5.999949750420839,100,0.053383359465755065,395.4958408749054,320,336.92061970805497,19,300,99.99999999999999,56,9
1,5.99994975042084,100,0.05339321412325228,395.49344491365616,320,336.9207796742751,19,300,100.00000000000001,57,9
1,5.99994975042084,100,0.05337658337606257,395.49336672100577,320,336.9231958022665,19,300,100.00000000000001,58,9
1,5.99994975042084,100,0.053382621763025856,395.4957974211581,320,336.92075208528,19,300,100.00000000000001,59,9
1,5.99994975042084,100,0.05338672292825035,395.49553606051757,320,336.920340649597,19,300,100.00000000000001,60,9
1,5.99994975042084,100,0.05341824272391226,395.4852924540552,320,336.9225368941013,19,300,100.00000000000001,61,9
1,5.99994975042084,100,0.05337888268763438,395.4958237766865,320,336.92126084903487,19,300,100.00000000000001,62,9
1,5.99994975042084,100,0.05334230077616122,395.50935169545136,320,336.91766167873783,19,300,100.00000000000001,63,9
1,5.99994975042084,100,0.05338835194404732,395.4951712168886,320,336.9203368799714,19,300,100.00000000000001,64,9
1,5.99994975042084,100,0.053417271848495894,395.4848368271914,320,336.9229718467142,19,300,100.00000000000001,65,9
1,5.99994975042084,100,0.0533789569261543,395.4961017575892,320,336.9210683656914,19,300,100.00000000000001,66,9
1,5.99994975042084,100,0.053357819154129384,395.5051255992148,320,336.91820593468367,19,300,100.00000000000001,67,9
1,5.99994975042084,100,0.05338980799367115,395.4946433256182,320,336.9204744407343,19,300,100.00000000000001,68,9
1,5.99994975042084,100,0.05340517263230659,395.48737286170376,320,336.92303994716195,19,300,100.00000000000001,69,9
1,5.99994975042084,100,0.05337804267389826,395.49657688612723,320,336.92088644164244,19,300,100.00000000000001,70,9
1,5.99994975042084,100,0.053373570717563816,395.50132775790485,320,336.91843847796366,19,300,100.00000000000001,71,9
1,5.99994975042084,100,0.05339259558962799,395.4937286007152,320,336.9206697015648,19,300,100.00000000000001,72,9
1,5.99994975042084,100,0.05338621123844631,395.4911113458662,320,336.9232969873734,19,300,100.00000000000001,73,9
1,5.99994975042084,100,0.05337910092824106,395.4965019276935,320,336.92079221441855,19,300,100.00000000000001,74,9
1,5.99994975042084,100,0.0533816001965003,395.49860654820986,320,336.9190686946061,19,300,100.00000000000001,75,9
1,5.99994975042084,100,0.053393508208067916,395.49334764773215,320,336.92079150046965,19,300,100.00000000000001,76,9
1,5.99994975042084,100,0.053374614693806485,395.4938069190203,320,336.9231856168183,19,300,100.00000000000001,77,9
1,5.99994975042084,100,0.05338259256031006,395.495809484844,320,336.92074783320874,19,300,100.00000000000001,78,9
1,5.99994975042084,100,0.05338816008089789,395.4951996698807,320,336.92035557091407,19,300,100.00000000000001,79,9
1,5.99994975042084,100,0.053416169722748465,395.4852075864968,320,336.92288833339444,19,300,100.00000000000001,80,9
1,5.99994975042084,100,0.05337846636332864,395.49619851660003,320,336.9210753056872,19,300,100.00000000000001,81,9
1,5.99994975042084,100,0.053357683868943594,395.5053883644072,320,336.9180545621407,19,300,100.00000000000001,82,9
1,5.99994975042084,100,0.05338985490268882,395.49460876442083,320,336.9204895185289,19,300,100.00000000000001,83,9
1,5.99994975042084,100,0.05340370715048406,395.4877420705387,320,336.9230073866778,19,300,100.00000000000001,84,9
1,5.99994975042084,100,0.05337767922648504,395.4966856270401,320,336.9208667021733,19,300,100.00000000000001,85,9
1,5.99994975042084,100,0.05337549640196576,395.50097895177265,320,336.9183916544841,19,300,100.00000000000001,86,9
1,5.99994975042084,100,0.05339317098835449,395.493536499542,320,336.9207111133728,19,300,100.00000000000001,87,9
1,5.99994975042084,100,0.05338200939704522,395.491964005861,320,336.9233373317089,19,300,100.00000000000001,88,9
1,5.99994975042084,100,0.0533812005740048,395.49608081763176,320,336.92076850906324,19,300,100.00000000000001,89,9
1,5.99994975042084,100,0.053382952411569116,395.4971500507668,320,336.9198247663963,19,300,100.00000000000001,90,9
1,5.99994975042084,100,0.0533935266789293,395.4933946776686,320,336.9207658772364,19,300,100.00000000000001,91,9
1,5.99994975042084,100,0.05337759802763592,395.49301631487134,320,336.9232787837754,19,300,100.00000000000001,92,9
1,5.99994975042084,100,0.05338174181571435,395.4959863945027,320,336.92075344510573,19,300,100.00000000000001,93,9
1,5.999949750420839,100,0.05338468517679472,395.4963723079172,320,336.92008509826337,19,300,99.99999999999999,94,9
1,5.999949750420839,100,0.05344321413288584,395.4795703817834,320,336.92271297338965,19,300,99.99999999999999,95,9
1,5.999949750420839,100,0.053384746700871434,395.4946243365496,320,336.92121176696526,19,300,99.99999999999999,96,9
1,5.999949750420839,100,0.053341463371642805,395.506828067291,320,336.9194176933943,19,300,99.99999999999999,97,9
1,5.999949750420839,100,0.05338546867508759,395.49668783631273,320,336.9197590494797,19,300,99.99999999999999,98,9
1,5.999949750420839,100,0.05339216097372812,395.4936846298801,320,336.9207712042862,19,300,99.99999999999999,99,9
1,5.999949750420839,100,0.05337732340519419,395.493782877001,320,336.9228177914562,19,300,99.99999999999999,100,9
1,5.999949750420839,100,0.05338111117125781,395.4961466117078,320,336.9207390595442,19,300,99.99999999999999,101,9
1,5.99994975042084,100,0.05338584322379788,395.4963140814345,320,336.91995817543915,19,300,100.00000000000001,102,9
1,5.99994975042084,100,0.05339410433293486,395.4930905509746,320,336.9208829571201,19,300,100.00000000000001,103,9
1,5.99994975042084,100,0.053366441817303364,395.49571561499425,320,336.9231019272765,19,300,100.00000000000001,104,9
1,5.99994975042084,100,0.05338340055880658,395.49563887651567,320,336.9207445701086,19,300,100.00000000000001,105,9
1,5.99994975042084,100,0.05340507199976077,395.4912200579424,320,336.9205448282457,19,300,100.00000000000001,106,9
1,5.99994975042084,100,0.05338876882722139,395.4939193432059,320,336.9211037043189,19,300,100.00000000000001,107,9
1,5.99994975042084,100,0.05335448288345045,395.5027249541531,320,336.92023619989556,19,300,100.00000000000001,108,9
1,5.99994975042084,100,0.05338332283000493,395.49592440856446,320,336.92056997993546,19,300,100.00000000000001,109,9
1,5.99994975042084,100,0.053397319777128756,395.49236364709236,320,336.92090005963473,19,300,100.00000000000001,110,9
1,5.99994975042084,100,0.05336446697343863,395.4947638788011,320,336.9240065777509,19,300,100.00000000000001,111,9
1,5.99994975042084,100,0.05338298014707275,395.49571903668,320,336.9207525095862,19,300,100.00000000000001,112,9
1,5.99994975042084,100,0.0533913271710331,395.4944638178494,320,336.9203850409339,19,300,100.00000000000001,113,9
1,5.99994975042084,100,0.053397556299843114,395.49115295194053,320,336.92165833077956,19,300,100.00000000000001,114,9
1,5.999949750420839,100,0.05337085137500007,395.4983684080448,320,336.92075249765986,19,300,99.99999999999999,115,9
1,5.999949750420839,100,0.05339133344044184,395.4998418846456,320,336.9168817166433,19,300,99.99999999999999,116,9
1,5.999949750420839,100,0.05338605224774675,395.49517139947227,320,336.9206716168605,19,300,99.99999999999999,117,9
1,5.999949750420839,100,0.053385557281993505,395.49442243056853,320,336.92123199514316,19,300,99.99999999999999,118,9
1,5.999949750420839,100,0.05334049153056244,395.5067319986208,320,336.91961845087576,19,300,99.99999999999999,119,9
1,5.999949750420839,100,0.05338462987555809,395.4971146696836,320,336.9196001643228,19,300,99.99999999999999,120,9
